Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00     512/512         std::vector<float, std::allocator<float> >::push_back(float&&) [21]
[22]     0.0    0.00    0.00     512         std::remove_reference<float&>::type&& std::move<float&>(float&) [22]
-----------------------------------------------
                0.00    0.00     256/256         cpr_into_max_pixel(std::vector<float, std::allocator<float> >) [154]
[23]     0.0    0.00    0.00     256         std::round(float) [23]
-----------------------------------------------
                0.00    0.00       4/118         int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [135]
                0.00    0.00     114/118         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [45]
[24]     0.0    0.00    0.00     118         int* std::__niter_base<int*>(int*) [24]
-----------------------------------------------
                0.00    0.00       4/112         float* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, float*) [134]
                0.00    0.00     108/112         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [56]
[25]     0.0    0.00    0.00     112         float* std::__niter_base<float*>(float*) [25]
-----------------------------------------------
                0.00    0.00       4/80          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [128]
                0.00    0.00      76/80          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [71]
[26]     0.0    0.00    0.00      80         std::vector<int, std::allocator<int> >::size() const [26]
-----------------------------------------------
                0.00    0.00      38/76          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
                0.00    0.00      38/76          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [70]
[27]     0.0    0.00    0.00      76         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
-----------------------------------------------
                0.00    0.00       4/76          std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [126]
                0.00    0.00      72/76          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [76]
[28]     0.0    0.00    0.00      76         std::vector<float, std::allocator<float> >::size() const [28]
-----------------------------------------------
                0.00    0.00      36/74          std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [51]
                0.00    0.00      38/74          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [40]
[29]     0.0    0.00    0.00      74         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [29]
-----------------------------------------------
                0.00    0.00      36/72          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
                0.00    0.00      36/72          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [75]
[30]     0.0    0.00    0.00      72         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [30]
-----------------------------------------------
                0.00    0.00      23/61          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [61]
                0.00    0.00      38/61          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [39]
[31]     0.0    0.00    0.00      61         __gnu_cxx::new_allocator<int>::max_size() const [31]
-----------------------------------------------
                0.00    0.00      22/58          __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [66]
                0.00    0.00      36/58          std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [50]
[32]     0.0    0.00    0.00      58         __gnu_cxx::new_allocator<float>::max_size() const [32]
-----------------------------------------------
                0.00    0.00       4/48          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [128]
                0.00    0.00       6/48          std::vector<int, std::allocator<int> >::~vector() [129]
                0.00    0.00      38/48          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[33]     0.0    0.00    0.00      48         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [33]
-----------------------------------------------
                0.00    0.00       4/46          std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [126]
                0.00    0.00       6/46          std::vector<float, std::allocator<float> >::~vector() [127]
                0.00    0.00      36/46          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[34]     0.0    0.00    0.00      46         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [34]
-----------------------------------------------
                0.00    0.00       4/42          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [128]
                0.00    0.00      38/42          std::vector<int, std::allocator<int> >::max_size() const [38]
[35]     0.0    0.00    0.00      42         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
-----------------------------------------------
                0.00    0.00       4/40          std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [126]
                0.00    0.00      36/40          std::vector<float, std::allocator<float> >::max_size() const [49]
[36]     0.0    0.00    0.00      40         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [36]
-----------------------------------------------
                0.00    0.00      19/38          std::vector<int, std::allocator<int> >::end() [73]
                0.00    0.00      19/38          std::vector<int, std::allocator<int> >::begin() [74]
[37]     0.0    0.00    0.00      38         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [37]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [71]
[38]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::max_size() const [38]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [40]
                0.00    0.00      38/42          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [35]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [40]
[39]     0.0    0.00    0.00      38         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [39]
                0.00    0.00      38/61          __gnu_cxx::new_allocator<int>::max_size() const [31]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::max_size() const [38]
[40]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [40]
                0.00    0.00      38/38          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [39]
                0.00    0.00      38/74          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [29]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[41]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [41]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [42]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [41]
[42]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [42]
                0.00    0.00      38/38          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [45]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[43]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_use_relocate() [43]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [44]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_use_relocate() [43]
[44]     0.0    0.00    0.00      38         std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [44]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [42]
[45]     0.0    0.00    0.00      38         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [45]
                0.00    0.00     114/118         int* std::__niter_base<int*>(int*) [24]
                0.00    0.00      38/38          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [46]
-----------------------------------------------
                0.00    0.00      38/38          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [45]
[46]     0.0    0.00    0.00      38         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [46]
-----------------------------------------------
                0.00    0.00      18/37          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00      19/37          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [71]
[47]     0.0    0.00    0.00      37         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00      18/36          std::vector<float, std::allocator<float> >::end() [78]
                0.00    0.00      18/36          std::vector<float, std::allocator<float> >::begin() [79]
[48]     0.0    0.00    0.00      36         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [48]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [76]
[49]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::max_size() const [49]
                0.00    0.00      36/40          std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [36]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [51]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [51]
[50]     0.0    0.00    0.00      36         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [50]
                0.00    0.00      36/58          __gnu_cxx::new_allocator<float>::max_size() const [32]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::max_size() const [49]
[51]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [51]
                0.00    0.00      36/36          std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [50]
                0.00    0.00      36/74          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [29]
-----------------------------------------------
                0.00    0.00      36/36          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[52]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [52]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [53]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [52]
[53]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [53]
                0.00    0.00      36/36          float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [56]
-----------------------------------------------
                0.00    0.00      36/36          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[54]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::_S_use_relocate() [54]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [55]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_use_relocate() [54]
[55]     0.0    0.00    0.00      36         std::vector<float, std::allocator<float> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [55]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_do_relocate(float*, float*, float*, std::allocator<float>&, std::integral_constant<bool, true>) [53]
[56]     0.0    0.00    0.00      36         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [56]
                0.00    0.00     108/112         float* std::__niter_base<float*>(float*) [25]
                0.00    0.00      36/36          std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&) [57]
-----------------------------------------------
                0.00    0.00      36/36          float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [56]
[57]     0.0    0.00    0.00      36         std::enable_if<std::__is_bitwise_relocatable<float, void>::value, float*>::type std::__relocate_a_1<float, float>(float*, float*, float*, std::allocator<float>&) [57]
-----------------------------------------------
                0.00    0.00       6/25          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [103]
                0.00    0.00      19/25          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[58]     0.0    0.00    0.00      25         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [58]
                0.00    0.00      23/23          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       6/24          std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [100]
                0.00    0.00      18/24          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[59]     0.0    0.00    0.00      24         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [59]
                0.00    0.00      22/22          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [68]
-----------------------------------------------
                0.00    0.00      23/23          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
[60]     0.0    0.00    0.00      23         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00      23/23          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
[61]     0.0    0.00    0.00      23         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [61]
                0.00    0.00      23/61          __gnu_cxx::new_allocator<int>::max_size() const [31]
-----------------------------------------------
                0.00    0.00       4/23          std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [120]
                0.00    0.00      19/23          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[62]     0.0    0.00    0.00      23         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [62]
                0.00    0.00      23/23          std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
-----------------------------------------------
                0.00    0.00      23/23          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [58]
[63]     0.0    0.00    0.00      23         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [63]
                0.00    0.00      23/23          __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00      23/23          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [62]
[64]     0.0    0.00    0.00      23         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [64]
                0.00    0.00      23/23          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [61]
-----------------------------------------------
                0.00    0.00      22/22          std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [68]
[65]     0.0    0.00    0.00      22         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      22/22          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [69]
[66]     0.0    0.00    0.00      22         __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [66]
                0.00    0.00      22/58          __gnu_cxx::new_allocator<float>::max_size() const [32]
-----------------------------------------------
                0.00    0.00       4/22          std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long) [117]
                0.00    0.00      18/22          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[67]     0.0    0.00    0.00      22         std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [67]
                0.00    0.00      22/22          std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [69]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [59]
[68]     0.0    0.00    0.00      22         std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long) [68]
                0.00    0.00      22/22          __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      22/22          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [67]
[69]     0.0    0.00    0.00      22         std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long) [69]
                0.00    0.00      22/22          __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [66]
-----------------------------------------------
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[70]     0.0    0.00    0.00      19         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [70]
                0.00    0.00      38/76          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
-----------------------------------------------
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[71]     0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [71]
                0.00    0.00      76/80          std::vector<int, std::allocator<int> >::size() const [26]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::max_size() const [38]
                0.00    0.00      19/37          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [15]
[72]     0.0    0.00    0.00      19         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_use_relocate() [43]
                0.00    0.00      38/48          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [33]
                0.00    0.00      38/76          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [27]
                0.00    0.00      38/38          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [41]
                0.00    0.00      19/19          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [71]
                0.00    0.00      19/19          std::vector<int, std::allocator<int> >::begin() [74]
                0.00    0.00      19/19          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [70]
                0.00    0.00      19/23          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [62]
                0.00    0.00      19/1558        int&& std::forward<int>(std::remove_reference<int>::type&) [9]
                0.00    0.00      19/513         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [14]
                0.00    0.00      19/25          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [58]
-----------------------------------------------
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [15]
[73]     0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::end() [73]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [37]
-----------------------------------------------
                0.00    0.00      19/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [72]
[74]     0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::begin() [74]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [37]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[75]     0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [75]
                0.00    0.00      36/72          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [30]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[76]     0.0    0.00    0.00      18         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00      72/76          std::vector<float, std::allocator<float> >::size() const [28]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::max_size() const [49]
                0.00    0.00      18/37          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [47]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [20]
[77]     0.0    0.00    0.00      18         void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_use_relocate() [54]
                0.00    0.00      36/46          std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [34]
                0.00    0.00      36/72          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [30]
                0.00    0.00      36/36          std::vector<float, std::allocator<float> >::_S_relocate(float*, float*, float*, std::allocator<float>&) [52]
                0.00    0.00      18/18          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [76]
                0.00    0.00      18/18          std::vector<float, std::allocator<float> >::begin() [79]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [75]
                0.00    0.00      18/22          std::_Vector_base<float, std::allocator<float> >::_M_allocate(unsigned long) [67]
                0.00    0.00      18/1554        float&& std::forward<float>(std::remove_reference<float>::type&) [10]
                0.00    0.00      18/512         void std::allocator_traits<std::allocator<float> >::construct<float, float>(std::allocator<float>&, float*, float&&) [19]
                0.00    0.00      18/24          std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [59]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<float, std::allocator<float> >::emplace_back<float>(float&&) [20]
[78]     0.0    0.00    0.00      18         std::vector<float, std::allocator<float> >::end() [78]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [48]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float&&) [77]
[79]     0.0    0.00    0.00      18         std::vector<float, std::allocator<float> >::begin() [79]
                0.00    0.00      18/36          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [48]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<float>::~allocator() [82]
[80]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<float>::~new_allocator() [80]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<int>::~allocator() [83]
[81]     0.0    0.00    0.00      10         __gnu_cxx::new_allocator<int>::~new_allocator() [81]
-----------------------------------------------
                0.00    0.00       4/10          std::vector<float, std::allocator<float> >::vector(std::vector<float, std::allocator<float> > const&) [126]
                0.00    0.00       6/10          std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl() [98]
[82]     0.0    0.00    0.00      10         std::allocator<float>::~allocator() [82]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<float>::~new_allocator() [80]
-----------------------------------------------
                0.00    0.00       4/10          std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [128]
                0.00    0.00       6/10          std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [101]
[83]     0.0    0.00    0.00      10         std::allocator<int>::~allocator() [83]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<int>::~new_allocator() [81]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<float>::allocator(std::allocator<float> const&) [90]
[84]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<float>::new_allocator(__gnu_cxx::new_allocator<float> const&) [84]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<int>::allocator(std::allocator<int> const&) [91]
[85]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [85]
-----------------------------------------------
